periodid,Bankim,Banyo,Belel,Dang,Djohong,Meiganga,Ngaoundal,Ngaoundere_Rural,Ngaoundere_Urbain,Tibati,Tignere,Palu_Adamaoua_missF_10
2022-09-11,226.65,187.0,146.0,218.0,160.07,295.0,344.0,317.0,670.0,287.0,239.87,3090.59
2022-09-18,211.0,204.59,114.0,205.0,159.0,384.79,347.0,281.0,625.0,382.0,229.0,3142.38
2022-09-25,196.0,146.0,111.0,181.0,101.0,279.0,332.0,301.0,633.0,246.39,183.0,2709.39
2022-10-02,210.0,151.0,122.0,237.0,158.0,342.0,295.0,315.0,693.0,292.0,214.0,3029.0
2022-10-09,176.0,147.0,91.0,244.0,173.0,343.0,308.0,226.0,649.0,325.0,214.0,2896.0
2022-10-16,202.0,143.0,124.0,257.0,156.06,404.0,295.21,275.0,689.0,303.0,203.0,3051.27
2022-10-23,176.0,144.0,135.0,243.6,208.0,404.06,365.0,287.0,761.0,296.0,282.0,3301.66
2022-10-30,233.35,154.0,98.0,273.0,229.0,450.0,306.0,269.0,673.0,261.0,242.0,3188.35
2022-11-06,160.0,157.0,127.0,261.0,165.0,427.0,380.0,227.0,570.0,251.0,226.0,2951.0
2022-11-13,234.0,174.0,138.0,229.73,198.0,449.0,320.0,257.0,614.0,260.0,232.0,3105.73
2022-11-20,158.0,166.15,110.0,224.0,174.0,360.0,303.0,184.0,537.0,260.0,182.0,2658.15
2022-11-27,187.0,170.0,108.21,205.0,158.0,375.0,263.0,201.0,565.0,265.0,189.0,2686.21
2022-12-04,164.0,167.0,104.0,201.0,132.0,369.0,200.0,182.0,521.0,221.0,160.0,2421.0
2022-12-11,178.82,186.0,88.0,217.0,83.0,339.0,194.0,190.0,520.0,214.0,163.0,2372.8199999999997
2022-12-18,170.0,168.47,77.0,178.0,84.0,333.0,173.0,187.0,441.0,167.0,206.0,2184.4700000000003
2022-12-25,190.0,144.0,81.0,163.0,85.0,344.0,189.0,206.0,449.0,204.0,144.0,2199.0
