periodid,Bankim,Banyo,Belel,Dang,Djohong,Meiganga,Ngaoundal,Ngaoundere_Rural,Ngaoundere_Urbain,Tibati,Tignere,Palu_Adamaoua_Mean_20
2021-10-10,269.0,244.702564102564,150.0,432.0,265.435643564356,689.0,460.0,579.0,1186.0,479.0,328.0,5082.13820766692
2021-10-17,246.0,310.0,180.0,495.0,481.0,561.0,416.0,488.0,696.139303482587,469.0,384.0,4726.139303482587
2021-10-24,243.0,280.0,149.0,469.0,449.0,425.920187793427,461.0,545.0,992.0,293.333333333333,426.0,4733.25352112676
2021-10-31,225.0,269.0,133.0,395.0,389.0,628.0,461.0,471.0,696.139303482587,488.0,356.0,4511.139303482587
2021-11-07,246.936893203883,200.0,144.0,404.0,378.0,599.0,509.0,442.0,696.139303482587,293.333333333333,333.0,4245.409530019802
2021-11-14,279.0,252.0,159.0,343.0,265.435643564356,549.0,478.0,377.0,833.0,386.0,313.0,4234.435643564356
2021-11-21,246.936893203883,244.702564102564,163.0,361.0,316.0,594.0,399.0,398.0,740.0,340.0,286.0,4088.639457306447
2021-11-28,246.936893203883,252.0,143.0,275.0,338.0,576.0,351.0,427.0,606.0,337.0,285.0,3836.936893203883
2021-12-05,215.0,213.0,139.239896897726,290.0,347.0,485.0,345.0,390.0,630.0,327.0,269.0,3650.239896897726
2021-12-12,246.936893203883,200.0,139.239896897726,245.0,357.0,425.920187793427,344.0,324.0,594.0,293.333333333333,229.0,3398.4303112283687
2021-12-19,267.0,244.702564102564,89.0,226.0,265.435643564356,433.0,368.0,251.0,550.0,282.0,231.0,3207.1382076669197
2021-12-26,240.0,180.0,113.0,275.0,229.0,419.0,286.0,328.0,701.0,293.333333333333,262.604761904762,3326.9380952380952
2022-01-02,280.0,244.702564102564,123.0,312.0,173.0,499.0,373.0,359.0,861.0,316.0,243.0,3783.702564102564
2022-01-09,246.936893203883,226.0,114.0,294.0,161.0,526.0,337.0,337.0,696.139303482587,318.0,229.0,3485.0761966864698
2022-01-16,211.0,228.0,112.0,265.0,179.0,430.0,326.701421800948,309.0,666.0,293.333333333333,262.604761904762,3282.6395170390433
2022-01-23,237.0,184.0,126.0,273.0,149.0,507.0,326.701421800948,318.0,696.139303482587,299.0,268.0,3383.840725283535
2022-01-30,264.0,210.0,95.0,247.0,133.0,457.0,281.0,265.0,696.139303482587,328.0,243.0,3219.139303482587
2022-02-06,215.0,191.0,91.0,226.0,265.435643564356,425.920187793427,255.0,246.0,517.0,352.0,226.0,3010.3558313577832
2022-02-13,246.936893203883,207.0,139.239896897726,227.815668202765,265.435643564356,425.920187793427,297.0,349.734299516908,539.0,331.0,262.604761904762,3291.687351083827
2022-02-20,246.936893203883,208.0,96.0,227.815668202765,265.435643564356,401.0,305.0,270.0,696.139303482587,343.0,239.0,3298.327508453591
2022-02-27,172.0,244.702564102564,111.0,209.0,84.0,376.0,235.0,215.0,670.0,295.0,225.0,2836.702564102564
2022-03-06,205.0,196.0,118.0,229.0,79.0,394.0,254.0,241.0,696.139303482587,296.0,261.0,2969.139303482587
2022-03-13,205.0,229.0,111.0,227.815668202765,265.435643564356,414.0,273.0,252.0,582.0,293.333333333333,262.604761904762,3115.189407005216
2022-03-20,246.936893203883,254.0,128.0,227.815668202765,154.0,395.0,297.0,349.734299516908,718.0,304.0,276.0,3350.486860923556
2022-03-27,246.0,294.0,112.0,355.0,159.0,427.0,365.0,345.0,684.0,293.333333333333,343.0,3623.333333333333
2022-04-03,250.0,282.0,170.0,308.0,265.435643564356,488.0,326.701421800948,349.734299516908,696.139303482587,324.0,318.0,3778.0106683647987
2022-04-10,233.0,342.0,116.0,337.0,265.435643564356,445.0,258.0,264.0,628.0,362.0,262.604761904762,3513.040405469118
2022-04-17,294.0,306.0,157.0,358.0,289.0,478.0,314.0,294.0,595.0,293.333333333333,296.0,3674.333333333333
2022-04-24,279.0,310.0,98.0,271.0,265.435643564356,517.0,269.0,267.0,489.0,314.0,285.0,3364.435643564356
2022-05-01,295.0,287.0,139.239896897726,321.0,265.435643564356,526.0,337.0,361.0,637.0,293.333333333333,297.0,3759.0088737954147
2022-05-08,324.0,244.702564102564,122.0,379.0,316.0,608.0,354.0,376.0,754.0,396.0,415.0,4288.702564102564
2022-05-15,411.0,295.0,163.0,227.815668202765,315.0,658.0,337.0,414.0,735.0,395.0,262.604761904762,4213.420430107527
2022-05-22,357.0,323.0,139.239896897726,314.0,339.0,653.0,334.0,383.0,782.0,336.0,345.0,4305.239896897726
2022-05-29,363.0,264.0,126.0,316.0,350.0,425.920187793427,326.0,397.0,723.0,349.0,358.0,3997.920187793427
2022-06-05,312.0,280.0,173.0,296.0,269.0,425.920187793427,488.0,335.0,723.0,344.0,290.0,3935.920187793427
2022-06-12,246.936893203883,294.0,141.0,227.815668202765,295.0,425.920187793427,1053.0,364.0,666.0,366.0,316.0,4395.6727492000755
2022-06-19,326.0,244.702564102564,127.0,227.815668202765,265.435643564356,531.0,877.0,302.0,644.0,336.0,306.0,4186.953875869685
2022-06-26,247.0,230.0,139.239896897726,232.0,265.435643564356,523.0,460.0,285.0,696.139303482587,290.0,285.0,3652.8148439446686
2022-07-03,264.0,232.0,138.0,220.0,167.0,425.920187793427,326.701421800948,354.0,696.139303482587,315.0,266.0,3404.760913076962
2022-07-10,355.0,244.702564102564,131.0,220.0,193.0,565.0,918.0,300.0,598.0,355.0,272.0,4151.702564102564
2022-07-17,310.0,280.0,150.0,217.0,205.0,520.0,326.701421800948,288.0,614.0,345.0,250.0,3505.701421800948
2022-07-24,258.0,266.0,141.0,251.0,265.435643564356,429.0,610.0,305.0,623.0,314.0,235.0,3697.435643564356
2022-07-31,266.0,222.0,129.0,216.0,114.0,437.0,646.0,355.0,731.0,289.0,264.0,3669.0
2022-08-07,265.0,221.0,139.239896897726,220.0,94.0,382.0,326.701421800948,309.0,730.0,317.0,263.0,3266.941318698674
2022-08-14,244.0,203.0,144.0,175.0,265.435643564356,352.0,326.701421800948,322.0,661.0,293.333333333333,217.0,3203.470398698637
2022-08-21,246.936893203883,242.0,129.0,171.0,265.435643564356,278.0,456.0,349.734299516908,614.0,334.0,262.604761904762,3348.7115981899087
2022-08-28,224.0,180.0,139.239896897726,164.0,114.0,281.0,410.0,308.0,644.0,301.0,230.0,2995.239896897726
2022-09-04,246.936893203883,170.0,117.0,226.0,79.0,314.0,385.0,349.734299516908,706.0,290.0,262.604761904762,3146.275954625553
2022-09-11,214.0,187.0,139.239896897726,218.0,105.0,295.0,326.701421800948,317.0,696.139303482587,287.0,253.0,3038.080622181261
2022-09-18,246.936893203883,160.0,114.0,205.0,159.0,309.0,347.0,281.0,625.0,382.0,229.0,3057.936893203883
2022-09-25,196.0,146.0,111.0,181.0,101.0,279.0,332.0,301.0,633.0,276.0,262.604761904762,2818.604761904762
2022-10-02,210.0,151.0,139.239896897726,237.0,158.0,425.920187793427,295.0,349.734299516908,693.0,292.0,214.0,3164.8943842080607
2022-10-09,176.0,147.0,91.0,227.815668202765,265.435643564356,343.0,308.0,226.0,649.0,293.333333333333,214.0,2940.584645100454
2022-10-16,246.936893203883,143.0,124.0,257.0,162.0,404.0,357.0,275.0,689.0,303.0,262.604761904762,3223.5416551086446
2022-10-23,176.0,244.702564102564,135.0,227.815668202765,208.0,388.0,365.0,287.0,761.0,296.0,282.0,3370.518232305329
2022-10-30,147.0,244.702564102564,98.0,273.0,229.0,450.0,306.0,349.734299516908,673.0,261.0,242.0,3273.4368636194718
2022-11-06,160.0,157.0,127.0,261.0,165.0,425.920187793427,380.0,227.0,570.0,251.0,226.0,2949.920187793427
2022-11-13,234.0,244.702564102564,138.0,238.0,198.0,449.0,320.0,257.0,614.0,260.0,262.604761904762,3215.307326007326
2022-11-20,158.0,244.702564102564,139.239896897726,224.0,265.435643564356,360.0,326.701421800948,184.0,537.0,260.0,182.0,2881.079526365594
2022-11-27,187.0,170.0,88.0,205.0,158.0,375.0,263.0,201.0,565.0,265.0,189.0,2666.0
2022-12-04,164.0,167.0,104.0,227.815668202765,132.0,369.0,200.0,349.734299516908,521.0,221.0,160.0,2615.549967719673
2022-12-11,171.0,244.702564102564,88.0,217.0,265.435643564356,339.0,194.0,349.734299516908,520.0,293.333333333333,163.0,2845.205840517161
2022-12-18,170.0,158.0,77.0,178.0,84.0,333.0,173.0,349.734299516908,441.0,167.0,206.0,2336.734299516908
2022-12-25,190.0,144.0,81.0,163.0,85.0,425.920187793427,189.0,349.734299516908,449.0,204.0,144.0,2424.654487310335
