periodid,Bankim,Banyo,Belel,Dang,Djohong,Meiganga,Ngaoundal,Ngaoundere_Rural,Ngaoundere_Urbain,Tibati,Tignere,Palu_Adamaoua_Mean_5
2022-07-10,355.0,238.0,131.0,220.0,193.0,565.0,918.0,300.0,598.0,355.0,272.0,8290.0
2022-07-17,310.0,280.0,150.0,217.0,205.0,428.850806451613,791.0,288.0,614.0,345.0,250.0,7757.701612903225
2022-07-24,258.0,266.0,141.0,251.0,183.0,429.0,610.0,305.0,623.0,314.0,235.0,7230.0
2022-07-31,266.0,222.0,129.0,216.0,114.0,437.0,328.269841269841,355.0,731.0,289.0,264.0,6702.539682539682
2022-08-07,265.0,221.0,126.0,220.0,94.0,382.0,625.0,309.0,730.0,317.0,263.0,7104.0
2022-08-14,244.0,203.0,144.0,175.0,123.0,352.0,556.0,322.0,661.0,287.0,265.262295081967,6664.524590163934
2022-08-21,219.0,242.0,129.0,171.0,104.0,278.0,456.0,256.0,614.0,334.0,215.0,6036.0
2022-08-28,224.0,245.722448979592,103.0,164.0,114.0,281.0,410.0,308.0,644.0,301.0,230.0,6049.444897959183
2022-09-04,275.0,170.0,117.0,226.0,79.0,314.0,385.0,303.0,706.0,290.0,228.0,6186.0
2022-09-11,214.0,245.722448979592,146.0,218.0,105.0,295.0,344.0,317.0,670.0,287.0,253.0,6189.444897959183
2022-09-18,211.0,160.0,114.0,205.0,159.0,309.0,347.0,281.0,625.0,293.160642570281,229.0,5866.321285140562
2022-09-25,196.0,146.0,111.0,181.0,101.0,279.0,332.0,301.0,695.559183673469,276.0,183.0,5603.118367346938
2022-10-02,210.0,151.0,122.0,237.0,158.0,342.0,295.0,351.481632653061,693.0,292.0,214.0,6130.963265306122
2022-10-09,176.0,147.0,91.0,244.0,173.0,343.0,308.0,226.0,649.0,325.0,214.0,5792.0
2022-10-16,202.0,143.0,124.0,257.0,162.0,428.850806451613,357.0,275.0,689.0,303.0,203.0,6287.701612903225
2022-10-23,176.0,144.0,135.0,259.0,208.0,388.0,365.0,287.0,761.0,296.0,282.0,6602.0
2022-10-30,147.0,154.0,98.0,273.0,229.0,450.0,306.0,269.0,695.559183673469,261.0,242.0,6249.118367346938
2022-11-06,160.0,245.722448979592,127.0,261.0,165.0,427.0,380.0,227.0,570.0,251.0,226.0,6079.444897959183
2022-11-13,234.0,174.0,138.0,238.0,198.0,449.0,320.0,257.0,614.0,293.160642570281,232.0,6294.321285140562
2022-11-20,158.0,154.0,110.0,224.0,174.0,360.0,303.0,184.0,537.0,260.0,182.0,5292.0
2022-11-27,187.0,170.0,88.0,205.0,158.0,375.0,263.0,351.481632653061,695.559183673469,265.0,189.0,5894.08163265306
2022-12-04,164.0,167.0,104.0,201.0,132.0,369.0,200.0,182.0,521.0,221.0,160.0,4842.0
2022-12-11,171.0,186.0,88.0,217.0,83.0,339.0,194.0,190.0,520.0,214.0,163.0,4730.0
2022-12-18,170.0,158.0,77.0,178.0,84.0,333.0,173.0,187.0,441.0,167.0,206.0,4348.0
2022-12-25,190.0,144.0,81.0,163.0,85.0,344.0,189.0,206.0,449.0,204.0,144.0,4398.0
