periodid,Bankim,Banyo,Belel,Dang,Djohong,Meiganga,Ngaoundal,Ngaoundere_Rural,Ngaoundere_Urbain,Tibati,Tignere,Palu_Adamaoua_missF_20
2022-10-02,210.0,151.0,109.96,237.0,158.0,357.52,295.0,296.81,693.0,292.0,214.0,3014.29
2022-10-09,176.0,147.0,91.0,227.75,140.06,343.0,308.0,226.0,649.0,278.78,214.0,2800.59
2022-10-16,222.69,143.0,124.0,257.0,162.0,404.0,357.0,275.0,689.0,303.0,252.78,3189.4700000000003
2022-10-23,176.0,215.33,135.0,215.12,208.0,388.0,365.0,287.0,761.0,296.0,282.0,3328.45
2022-10-30,147.0,200.5,98.0,273.0,229.0,450.0,306.0,303.21,673.0,261.0,242.0,3182.71
2022-11-06,160.0,157.0,127.0,261.0,165.0,389.32,380.0,227.0,570.0,251.0,226.0,2913.3199999999997
2022-11-13,234.0,214.1,138.0,238.0,198.0,449.0,320.0,257.0,614.0,260.0,250.15,3172.25
2022-11-20,158.0,171.41,102.58,224.0,148.79,360.0,257.8,184.0,537.0,260.0,182.0,2585.58
2022-11-27,187.0,170.0,88.0,205.0,158.0,375.0,263.0,201.0,565.0,265.0,189.0,2666.0
2022-12-04,164.0,167.0,104.0,186.6,132.0,369.0,200.0,247.09,521.0,221.0,160.0,2471.6899999999996
2022-12-11,171.0,167.83,88.0,217.0,133.38,339.0,194.0,239.97,520.0,225.47,163.0,2458.65
2022-12-18,170.0,158.0,77.0,178.0,84.0,333.0,173.0,256.23,441.0,167.0,206.0,2243.23
2022-12-25,190.0,144.0,81.0,163.0,85.0,282.58,189.0,254.02,449.0,204.0,144.0,2185.6
